내용,종류,수준
참여할지어다,낱말,
채찍질하리라,낱말,
추수꾼들에게,낱말,
충성하였으매,낱말,
침묵하시거늘,낱말,
평안할지어다,낱말,
포도나무에서,낱말,
피곤함일러라,낱말,
하나님이로라,낱말,
하늘로부터냐,낱말,
하늘로부터라,낱말,
행하였더라면,낱말,
허락되었으나,낱말,
허락하는지라,낱말,
허락하옵소서,낱말,
,,
,,
,,
이새는 다윗 왕을 낳으니라,문장,하
그의 남편 요셉은 의로운 사람이라,문장,하
칭하리라 하심을 이루려 함이러라,문장,하
이미 도끼가 나무 뿌리에 놓였으니,문장,하
예수께서 세례를 받으시고,문장,하
이 돌들로 떡덩이가 되게 하라,문장,하
다만 그를 섬기라 하였느니라,문장,하
이는 선지자 이사야를 통하여,문장,하
예수께서 무리를 보시고,문장,하
입을 열어 가르쳐 이르시되,문장,하
일컬음을 받을 것임이요,문장,하
너희는 세상의 소금이니,문장,하
하였다는 것을 너희가 들었으나,문장,하
그 후에 와서 예물을 드리라,문장,하
네 구제함을 은밀하게 하라,문장,하
그러므로 너희는 이렇게 기도하라,문장,하
눈이 나쁘면 온 몸이 어두울 것이니,문장,하
이는 다 이방인들이 구하는 것이라,문장,하
그러므로 내일 일을 위하여,문장,하
그리하면 너희에게 열릴 것이니,문장,하
이것이 율법이요 선지자니라,문장,하
그 때에 내가 저희에게 밝히 말하되,문장,하
한 나병환자가 나아와 절하며,문장,하
이르시되 내가 가서 고쳐 주리라,문장,하
그러면 내 하인이 낫겠사옵나이다,문장,하
병든 자들을 다 고치시니,문장,하
건너편으로 가기를 명하시니라,문장,하
너는 나를 따르라 하시니라,문장,하
배에 오르시매 제자들이 따랐더니,문장,하
귀신들이 예수께 간구하여,문장,하
예수께서 그 생각을 아시고,문장,하
네 죄 사함을 받았느니라,문장,하
그가 일어나 집으로 돌아가거늘,문장,하
무리가 보고 두려워하며,문장,하
잔다 하시니 그들이 비웃더라,문장,하
그 소문이 그 온 땅에 퍼지더라,문장,하
주여 그러하오이다 하니,문장,하
귀신을 쫓아낸다 하더라,문장,하
말하는 이는 너희가 아니라,문장,하
사람의 원수가 자기 집안 식구리라,문장,하
자기 목숨을 잃는 자는 얻으리라,문장,하
그러면 너희가 어찌하여,문장,하
만일 너희가 즐겨 받을진대 오리라,문장,하
한 엘리야가 곧 이 사람이니라,문장,하
귀 있는 자는 들을지어다,문장,하
이르되 우리가 너희를 향하여,문장,하
바리새인들이 보고 예수께 말하되,문장,하
그는 다투지도 아니하며,문장,하
상한 갈대를 꺾지 아니하며,문장,하
예수께서 그들의 생각을 아시고,문장,하
그 열매로 나무를 아느니라,문장,하
이 악한 세대가 또한 이렇게 되리라,문장,하
한사람이 예수께 여짜오되 보소서,문장,하
말하던 사람에게 대답하여,문장,하
온 무리는 해변에 서 있더니,문장,하
귀 있는 자는 들으라 하시니라,문장,하
그들에게 비유로 말씀하시나이까,문장,하
그런즉 씨 뿌리는 비유를 들으라,문장,하
집 주인의 종들이 와서 말하되,문장,하
극히 값진 진주 하나를 발견하매,문장,하
세상 끝에도 이러하리라,문장,하
이는 요한이 헤롯에게 말하되,문장,하
헤롯이 요한을 죽이려 하되,문장,하
예수께서 나오사 큰 무리를 보시고,문장,하
예수께서 즉시 제자들을 재촉하사,문장,하
저물매 거기 혼자 계시더니,문장,하
하며 무서워하여 소리지르거늘,문장,하
물 위로 오라 하소서 하니,문장,하
배에 있는 사람들이 예수께 절하며,문장,하
모든 병든 자를 예수께 데리고 와서,문장,하
당신의 제자들이 어찌하여,문장,하
그 부모를 공경할 것이 없다 하여,문장,하
잘 예언하였도다 일렀으되,문장,하
말 못하는 사람이 말하고,문장,하
예수께서 무리를 흩어 보내시고,문장,하
하시고 그들을 떠나 가시니라,문장,하
제자들이 서로 의논하여,문장,하
떡 일곱 개로 사천 명을 먹이고,문장,하
시몬 베드로가 대답하여,문장,하
이에 제자들에게 경고하사,문장,하
제 목숨을 잃으면 찾으리라,문장,하
따로 높은 산에 올라 가셨더니,문장,하
쫓아내지 못하였나이까,문장,하
하시니 제자들이 매우 근심하더라,문장,하
베드로가 이르되 타인에게니이다,문장,하
주리이까 일곱 번까지 하오리이까,문장,하
갚을 것이 없는지라 주인이 명하여,문장,하
그 동료가 엎드려 간구하여,문장,하
이에 주인이 그를 불러다가 말하되,문장,하
예수께서 이 말씀을 마치시고,문장,하
그런즉 이제 둘이 아니요 한 몸이니,문장,하
여짜오되 그러면 어찌하여,문장,하
오직 타고난 자라야 할지니라,문장,하
그리고 와서 나를 따르라 하시니,문장,하
예수께서 그들을 보시며,문장,하
먼저 온 자까지 삯을 주라 하니,문장,하
받은 후 집 주인을 원망하여 이르되,문장,하
무리가 꾸짖어 잠잠하라 하되,문장,하
예수께서 머물러 서서 그들을 불러,문장,하
이르시되 너희에게 무엇을 하여,문장,하
그리하면 즉시 보내리라 하시니,문장,하
이르되 이는 누구냐 하거늘,문장,하
함을 읽어 본 일이 없느냐,문장,하
천국은 마치 자기 아들을 위하여,문장,하
이르되 친구여 어찌하여,문장,하
임금이 사환들에게 말하되,문장,하
예수께서 그들의 악함을 아시고,문장,하
이르되 가이사의 것이니이다,문장,하
상속자를 세울지니라 하였나이다,문장,하
최후에 그 여자도 죽었나이다,문장,하
그런즉 그들이 다 그를 취하였으니,문장,하
이것이 크고 첫째 되는 계명이요,문장,하
너희는 그리스도에 대하여,문장,하
그리하면 겉도 깨끗하리라,문장,하
너희가 너희 조상의 분량을 채우라,문장,하
많은 사람을 미혹하리라,문장,하
이 모든 것은 재난의 시작이니라,문장,하
이는 그 때에 큰 환난이 있겠음이라,문장,하
그 때에 사람이 너희에게 말하되,문장,하
그러면 사람들이 너희에게 말하되,문장,하
장가 들고 시집 가고 있으면서,문장,하
인자의 임함도 이와 같으리라,문장,하
한 사람은 버려둠을 당할 것이요,문장,하
한 사람은 버려둠을 당할 것이니라,문장,하
이러므로 너희도 준비하고,문장,하
신랑이 더디 오므로 다 졸며 잘새,문장,하
슬기 있는 자들이 대답하여,문장,하
또 다섯 달란트를 남기고,문장,하
내가 또 다섯 달란트를 남겼나이다,문장,하
내가 또 두 달란트를 남겼나이다,문장,하
보소서 당신의 것을 가지셨나이다,문장,하
그 주인이 대답하여 이르되 악하고,문장,하
예비된 나라를 상속받으라,문장,하
이에 의인들이 대답하여,문장,하
예비된 영영한 불에 들어가라,문장,하
제자들이 보고 분개하여,문장,하
그를 기억하리라 하시니라,문장,하
예수를 파는 유다가 대답하여,문장,하
이르시되 너희가 다 이것을 마시라,문장,하
흘리는 바 나의 피 곧 언약의 피니라,문장,하
시험에 들지 않게 깨어 기도하라,문장,하
다시 두 번째 나아가 기도하여,문장,하
인자가 죄인의 손에 팔리느니라,문장,하
너는 내가 내 아버지께 구하여,문장,하
너희 생각은 어떠하냐 대답하여,문장,하
너를 친 자가 누구냐 하더라,문장,하
베드로가 맹세하고 또 부인하여,문장,하
네 말소리가 너를 표명(表明)한다 하거늘,문장,하
그가 저주하며 맹세하여,문장,하
성전고에 넣어 둠이 옳지 않다 하고,문장,하
이에 선지자 예레미야를 통하여,문장,하
토기장이의 밭 값으로 주었으니,문장,하
아무 대답도 아니하시는지라,문장,하
나는 무죄하니 너희가 당하라,문장,하
십자가에 못 박히게 넘겨 주니라,문장,하
그의 옷을 벗기고 홍포를 입히며,문장,하
마시고자 하지 아니하시더라,문장,하
십자가에서 내려오라 하며,문장,하
나를 버리셨나이까 하는 뜻이라,문장,하
그 이튿날은 준비일 다음 날이라,문장,하
가서 힘대로 굳게 지키라 하거늘,문장,하
지키던 자들이 그를 무서워하여,문장,하
떨며 죽은 사람과 같이 되었더라,문장,하
천사가 여자들에게 말하여,문장,하
와서 그가 누우셨던 곳을 보라,문장,하
거기서 나를 보리라 하시니라,문장,하
군인들에게 돈을 많이 주며,문장,하
너희로 근심하지 않게 하리라 하니,문장,하
예수께서 나아와 말씀하여,문장,하
아브라함과 다윗의 자손 예수 그리스도의 계보라,문장,중
다윗은 우리야의 아내에게서 솔로몬을 낳고,문장,중
야곱은 마리아의 남편 요셉을 낳았으니,문장,중
동거하기 전에 성령으로 잉태된 것이 나타났더니,문장,중
그를 드러내지 아니하고 가만히 끊고자 하여,문장,중
이 일을 생각할 때에 주의 사자가 현몽하여,문장,중
아들을 낳으리니 이름을 예수라 하라,문장,중
헤롯 왕과 온 예루살렘이 듣고 소동한지라,문장,중
베들레헴으로 보내며 이르되 가서 아기에 대하여,문장,중
가다가 아기 있는 곳 위에 머물러 서 있는지라,문장,중
그들이 별을 보고 매우 크게 기뻐하고 기뻐하더라,문장,중
그들이 떠난 후에 주의 사자가 요셉에게 현몽하여,문장,중
이에 헤롯이 박사들에게 속은 줄 알고 심히 노하여,문장,중
이에 선지자 예레미야를 통하여 말씀하신 바,문장,중
회개하라 천국이 가까이 왔느니라 하였으니,문장,중
그의 오실 길을 곧게 하라 하였느니라,문장,중
그러므로 회개에 합당한 열매를 맺고,문장,중
그는 성령과 불로 너희에게 세례를 베푸실 것이요,문장,중
손에 키를 들고 자기의 타작 마당을 정하게 하사,문장,중
사십 일을 밤낮으로 금식하신 후에 주리신지라,문장,중
하신 말씀을 이루려 하심이라 일렀으되,문장,중
이 때부터 예수께서 비로소 전파하여,문장,중
그들이 곧 그물을 버려 두고 예수를 따르니라,문장,중
산에 올라가 앉으시니 제자들이 나아온지라,문장,중
나로 말미암아 너희를 욕하고 박해하고,문장,중
산 위에 있는 동네가 숨겨지지 못할 것이요,문장,중
사람이 등불을 켜서 말 아래에 두지 아니하고,문장,중
이같이 너희 빛이 사람 앞에 비치게 하여,문장,중
가르치는 자는 천국에서 크다 일컬음을 받으리라,문장,중
예물을 제단 앞에 두고 먼저 가서 형제와 화목하고,문장,중
또 간음하지 말라 하였다는 것을 너희가 들었으나,문장,중
"오직 너희 말은 옳다 옳다, 아니라 아니라 하라",문장,중
이에서 지나는 것은 악으로부터 나느니라,문장,중
또 네 이웃을 사랑하고 네 원수를 미워하라,문장,중
나는 너희에게 이르노니 너희 원수를 사랑하며,문장,중
너희를 핍박하는 자를 위하여 기도하라,문장,중
비를 의로운 자와 불의한 자에게 내려주심이라,문장,중
은밀한 중에 보시는 너의 아버지께서 갚으시리라,문장,중
은밀한 중에 보시는 네 아버지께서 갚으시리라,문장,중
오늘 우리에게 일용할 양식을 주시옵고,문장,중
우리가 우리에게 죄 지은 자를 사하여,문장,중
준 것 같이 우리 죄를 사하여 주시옵고,문장,중
도둑이 구멍을 뚫고 도둑질하느니라,문장,중
네 보물 있는 그 곳에는 네 마음도 있느니라,문장,중
그러므로 네 눈이 성하면 온 몸이 밝을 것이요,문장,중
보라 수고도 아니하고 길쌈도 아니하느니라,문장,중
너희는 먼저 그의 나라와 그의 의를 구하라,문장,중
그리하면 이 모든 것을 너희에게 더하시리라,문장,중
비판을 받지 아니하려거든 비판하지 말라,문장,중
보라 네 눈 속에 들보가 있는데 어찌하여,문장,중
너희 중에 누가 아들이 떡을 달라 하는데 돌을 주며,문장,중
생선을 달라 하는데 뱀을 줄 사람이 있겠느냐,문장,중
생명으로 인도하는 문은 좁고 길이 협착하여,문장,중
이러므로 그들의 열매로 그들을 알리라,문장,중
예수께서 손을 내밀어 그에게 대시며,문장,중
병을 짊어지셨도다 함을 이루려 하심이더라,문장,중
예수께서 무리가 자기를 에워싸는 것을 보시고,문장,중
한 서기관이 나아와 예수께 말씀하되,문장,중
선생님이여 어디로 가시든지 저는 따르리이다,문장,중
마침 멀리서 많은 돼지 떼가 먹고 있는지라,문장,중
예수께서 배에 오르사 건너가 본 동네에 이르시니,문장,중
이르시되 나를 따르라 하시니 일어나 따르니라,문장,중
너희 선생은 세리와 죄인들과 함께 잡수시느냐,문장,중
당신의 제자들은 금식하지 아니하나이까,문장,중
예수께서 일어나 따라가시매 제자들도 가더니,문장,중
이르시되 물러가라 이 소녀가 죽은 것이 아니라,문장,중
이에 예수께서 그들의 눈을 만지시며,문장,중
이르시되 너희 믿음대로 되라 하시니,문장,중
바리새인들은 이르되 그가 귀신의 왕을 의지하여,문장,중
그러므로 추수하는 주인에게 청하여,문장,중
추수할 일꾼들을 보내어 주소서 하라 하시니라,문장,중
가나안인 시몬 및 가룟 유다 곧 예수를 판 자라,문장,중
예수께서 이 열 둘을 내보내시며 명하여,문장,중
오히려 이스라엘 집의 잃어버린 양에게로 가라,문장,중
가면서 전파하여 말하되 천국이 가까이 왔다 하고,문장,중
너희 전대에 금이나 은이나 동을 가지지 말고,문장,중
또 그 집에 들어가면서 평안하기를 빌라,문장,중
누구든지 너희를 영접하지도 아니하고,문장,중
이 동네에서 너희를 박해하거든 저 동네로 피하라,문장,중
제자가 그 선생 같고 종이 그 상전 같으면 족하도다,문장,중
너희가 귓속말로 듣는 것을 집 위에서 전파하라,문장,중
너희에게는 머리털까지 다 세신 바 되었나니,문장,중
두려워하지 말라 너희는 많은 참새보다 귀하니라,문장,중
자기 목숨을 얻는 자는 잃을 것이요 나를 위하여,문장,중
예수께서 열두 제자에게 명하기를 마치시고,문장,중
저희가 떠나매 예수께서 무리에게 요한에 대하여,문장,중
하신 것이 이 사람에 대한 말씀이니라,문장,중
모든 선지자와 율법이 예언한 것은 요한까지니,문장,중
요한이 와서 먹지도 않고 마시지도 아니하매,문장,중
그들이 말하기를 귀신이 들렸다 하더니,문장,중
어린 아이들에게는 나타내심을 감사하나이다,문장,중
옳소이다 이렇게 된 것이 아버지의 뜻이니이다,문장,중
내 아버지께서 모든 것을 내게 주셨으니,문장,중
이는 내 멍에는 쉽고 내 짐은 가벼움이라 하시니라,문장,중
나는 자비를 원하고 제사를 원하지 아니하노라,문장,중
인자는 안식일의 주인이니라 하시니라,문장,중
거기에서 떠나 그들의 회당에 들어가시니,문장,중
물어 이르되 안식일에 병 고치는 것이 옳으니이까,문장,중
자기를 나타내지 말라 경고하셨으니,문장,중
이는 선지자 이사야를 통하여 말씀하신 바,문장,중
그리하고야 어떻게 그의 나라가 서겠느냐,문장,중
그 때에 서기관과 바리새인 중 몇 사람이 말하되,문장,중
예수께서 대답하여 이르시되 악하고,문장,중
이에 이르되 내가 나온 내 집으로 돌아가리라,문장,중
하고 와 보니 그 집이 비고 청소되고 수리되었거늘,문장,중
이르시되 누가 내 어머니며 내 동생들이냐 하시고,문장,중
그 날 예수께서 집에서 나가사 바닷가에 앉으시매,문장,중
예수께서 비유로 여러가지를 그들에게 말씀하여,문장,중
이르시되 씨를 뿌리는 자가 뿌리러 나가서,문장,중
해가 돋은 후에 타서 뿌리가 없으므로 말랐고,문장,중
제자들이 예수께 나아와 이르되 어찌하여,문장,중
들어도 듣지 못하며 깨닫지 못함이니라,문장,중
이사야의 예언이 그들에게 이루었으니,문장,중
싹이 나고 결실할 때에 가라지도 보이거늘,문장,중
그러면 우리가 가서 이것을 뽑기를 원하시나이까,문장,중
비유가 아니면 아무 것도 말씀하지 아니하셨으니,문장,중
대답하여 이르시되 좋은 씨를 뿌리는 이는 인자요,문장,중
돌아가서 자기의 소유를 다 팔아 그 밭을 사느니라,문장,중
또 천국은 마치 좋은 진주를 구하는 장사와 같으니,문장,중
가서 자기의 소유를 다 팔아 그 진주를 사느니라,문장,중
천사들이 와서 의인 중에서 악인을 갈라 내어,문장,중
풀무 불에 던져 넣으리니 거기서 울며 이를 갈리라,문장,중
그 때에 분봉 왕 헤롯이 예수의 소문을 듣고,문장,중
사람을 보내어 옥에서 요한의 목을 베어,문장,중
요한의 제자들이 와서 시체를 가져다가 장사하고,문장,중
불쌍히 여기사 그 중에 있는 병자를 고쳐 주시니라,문장,중
이르시되 그것을 내게 가져오라 하시고,문장,중
예수께서 즉시 손을 내밀어 그를 붙잡으시며,문장,중
배에 함께 오르매 바람이 그치는지라,문장,중
이르되 진실로 하나님의 아들이로소이다 하더라,문장,중
그들이 건너가 게네사렛 땅에 이르니,문장,중
대답하여 이르시되 너희는 어찌하여,문장,중
너희의 전통으로 하나님의 계명을 범하느냐,문장,중
하나님이 이르셨으되 네 부모를 공경하라 하시고,문장,중
너희의 전통으로 하나님의 말씀을 폐하는도다,문장,중
외식하는 자들아 이사야가 너희에 관하여,문장,중
무리를 불러 이르시되 듣고 깨달으라,문장,중
내 딸이 흉악하게 귀신 들렸나이다 하되,문장,중
대답하여 이르시되 자녀의 떡을 취하여,문장,중
개들에게 던짐이 마땅하지 아니하니라,문장,중
예수께서 무리에게 명하사 땅에 앉게 하시고,문장,중
떡 일곱 개와 그 생선을 가지사 축사하시고,문장,중
떼어 제자들에게 주시니 제자들이 무리에게 주매,문장,중
먹은 자는 여자와 어린이 외에 사천 명이었더라,문장,중
배에 오르사 마가단 지경으로 가시니라,문장,중
바리새인과 사두개인들이 와서 예수를 시험하여,문장,중
하늘로부터 오는 표적 보이기를 청하니,문장,중
주운 것이 몇 광주리이던 것을 기억하지 못하느냐,문장,중
이르시되 너희는 나를 누구라 하느냐,문장,중
이 일이 결코 주에게 미치지 아니하리이다,문장,중
자기 십자가를 지고 나를 따를 것이니라,문장,중
제자들이 듣고 엎드려 심히 두려워하니,문장,중
예수께서 나아와 그들에게 손을 대시며,문장,중
이르시되 일어나라 두려워 말라 하시니,문장,중
저희가 산에서 내려올 때에 예수께서 명하여,문장,중
제자들이 물어 이르되 그러면 어찌하여,문장,중
서기관들이 엘리야가 먼저 와야 하리라 하나이까,문장,중
자주 불에도 넘어지며 물에도 넘어지는지라,문장,중
죽임을 당하고 제삼일에 살아나리라,문장,중
그러나 우리가 그들이 실족하지 않게 하기 위하여,문장,중
만일 네 눈이 너를 범죄하게 하거든 빼어 내버리라,문장,중
권고하라 만일 들으면 네가 네 형제를 얻은 것이요,문장,중
만일 그들의 말도 듣지 않거든 교회에 말하고,문장,중
일곱 번을 일흔 번까지라도 할지니라,문장,중
결산할 때에 만 달란트 빚진 자 하나를 데려오매,문장,중
이르되 내게 참으소서 다 갚으리이다 하거늘,문장,중
이르되 나에게 참아 주소서 갚으리이다 하되,문장,중
갈릴리를 떠나 요단 강 건너 유대 지경에 이르시니,문장,중
바리새인들이 예수께 나아와 그를 시험하여,문장,중
모세는 이혼 증서를 주어서 버리라 명하였나이까,문장,중
예수께서 이르시되 사람마다 이 말을 받지 못하고,문장,중
그 때에 사람들이 예수께서 안수하고,문장,중
예수께서 이르시되 어린 아이들을 용납하고,문장,중
그들에게 안수하시고 거기를 떠나시니라,문장,중
네가 생명에 들어가려면 계명들을 지키라,문장,중
이에 베드로가 대답하여 이르되 보소서,문장,중
그가 하루 한 데나리온씩 품꾼들과 약속하여,문장,중
제육시와 제구시에 또 나가 그와 같이 하고,문장,중
이르되 너희도 포도원에 들어가라 하니라,문장,중
더위를 견딘 우리와 같게 하였나이다,문장,중
십자가에 못박게 할 것이나 제삼일에 살아나리라,문장,중
열 제자가 듣고 그 두 형제에 대하여 분히 여기거늘,문장,중
자기 목숨을 많은 사람의 대속물로 주려 함이니라,문장,중
만일 누가 무슨 말을 하거든 주가 쓰시겠다 하라,문장,중
제자들이 가서 예수의 명하신대로 하여,문장,중
함을 너희가 읽어 본 일이 없느냐 하시고,문장,중
이른 아침에 성으로 들어오실 때에 시장하신지라,문장,중
이 산더러 들려 바다에 던져지라 하여도 될 것이요,문장,중
둘째 아들에게 가서 또 그와 같이 말하니 대답하여,문장,중
농부들이 그 아들을 보고 서로 말하되,문장,중
이에 잡아 포도원 밖에 내쫓아 죽였느니라,문장,중
그들이 말하되 그 악한 자들을 진멸하고,문장,중
예수께서 다시 비유로 대답하여 이르시되,문장,중
혼인 잔치를 베푼 어떤 임금과 같으니,문장,중
그 남은 자들은 종들을 잡아 모욕하고 죽이니,문장,중
청함을 받은 자는 많되 택함을 입은 자는 적으니라,문장,중
그 둘째와 셋째로 일곱째까지 그렇게 하다가,문장,중
부활 때에 일곱 중의 누구의 아내가 되리이까,문장,중
무리가 듣고 그의 가르치심에 놀라더라,문장,중
그 중의 한 율법사가 예수를 시험하여 묻되,문장,중
선생님 율법 중에서 어느 계명이 크니이까,문장,중
뜻을 다하여 주 너의 하나님을 사랑하라 하셨으니,문장,중
이 두 계명이 온 율법과 선지자의 강령이니라,문장,중
이르시되 그러면 다윗이 성령에 감동하여,문장,중
어찌 그리스도를 주라 칭하여 말하되,문장,중
그러므로 무엇이든지 그들이 말하는 바는 행하고,문장,중
잔치의 윗자리와 회당의 높은 자리와,문장,중
화 있을진저 눈 먼 인도자여 너희가 말하되,문장,중
그 안에는 탐욕과 방탕으로 가득하게 하는도다,문장,중
눈 먼 바리새인이여 너는 먼저 안을 깨끗이 하라,문장,중
이 동네에서 저 동네로 따라다니며 박해하리라,문장,중
예루살렘아 예루살렘아 선지자들을 죽이고,문장,중
보라 너희 집이 황폐하여 버려진 바 되리라,문장,중
"민족이 민족을, 나라가 나라를 대적하여",문장,중
일어나겠고 곳곳에 기근과 지진이 있으리니,문장,중
불법이 성하므로 많은 사람의 사랑이 식어지리라,문장,중
그러나 끝까지 견디는 자는 구원을 얻으리라,문장,중
이 천국 복음이 모든 민족에게 증언되기 위하여,문장,중
온 세상에 전파되리니 그제야 끝이 오리라,문장,중
그 때에 유대에 있는 자들은 산으로 도망할지어다,문장,중
보라 내가 너희에게 미리 말하였노라,문장,중
주검이 있는 곳에는 독수리들이 모일지니라,문장,중
노아의 때와 같이 인자의 임함도 그러하리라,문장,중
있으라 생각하지 않은 때에 인자가 오리라,문장,중
그 중에 다섯은 미련하고 다섯은 슬기 있는 자라,문장,중
이에 그 처녀들이 다 일어나 등을 준비할 새,문장,중
그 주인이 이르되 잘 하였도다 착하고,문장,중
양은 그 오른편에 염소는 왼편에 두리라,문장,중
너희가 아는 바와 같이 이틀이 지나면 유월절이라,문장,중
예수를 흉계로 잡아 죽이려고 의논하되,문장,중
예수께서 베다니 나병환자 시몬의 집에 계실 때에,문장,중
이르되 무슨 의도로 이것을 허비하느냐,문장,중
그가 그 때부터 예수를 넘겨 줄 기회를 찾더라,문장,중
저물 때에 예수께서 열두 제자와 함께 앉으셨더니,문장,중
또 잔을 가지사 감사 기도하시고 그들에게 주시며,문장,중
이것은 죄 사함을 얻게 하려고 많은 사람을 위하여,문장,중
이에 그들이 찬미하고 감람 산으로 나아가니라,문장,중
하고 모든 제자도 그와 같이 말하니라,문장,중
너희는 여기 머물러 나와 함께 깨어 있으라 하시고,문장,중
제자들에게 오사 그 자는 것을 보시고,문장,중
마음에는 원이로되 육신이 약하도다 하시고,문장,중
내가 만일 그렇게 하면 이런 일이 있으리라,문장,중
한 성경이 어떻게 이루어지겠느냐 하시더라,문장,중
예수께서 이르시되 네가 말하였느니라,문장,중
이르되 그는 사형에 해당하니라 하고,문장,중
이르되 그리스도야 우리에게 선지자 노릇을 하라,문장,중
베드로가 모든 사람 앞에서 부인하여,문장,중
이 사람은 나사렛 예수와 함께 있었도다 하매,문장,중
이르되 나는 그 사람을 알지 못하노라 하더라,문장,중
하심이 생각나서 밖에 나가서 심히 통곡하니라,문장,중
결박하여 끌고 가서 총독 빌라도에게 넘겨 주니라,문장,중
이는 주께서 내게 명하신 바와 같으니라 하였더라,문장,중
대제사장들과 장로들에게 고발을 당하되,문장,중
그 때에 바라바라 하는 유명한 죄수가 있는데,문장,중
대제사장들과 장로들이 무리를 권하여,문장,중
이르되 유대인의 왕이여 평안할지어다 하며,문장,중
그에게 침 뱉고 갈대를 빼앗아 그의 머리를 치더라,문장,중
골고다 즉 해골의 곳이라는 곳에 이르러,문장,중
무덤들이 열리며 자던 성도의 몸이 많이 일어나되,문장,중
저물었을 때에 아리마대의 부자 요셉이라,문장,중
하는 사람이 왔으니 그도 예수의 제자라,문장,중
요셉이 시체를 가져다가 깨끗한 세마포로 싸서,문장,중
주여 저 속이던 자가 살아 있을 때에 말하되,문장,중
빌라도가 이르되 너희에게 경비병이 있으니,문장,중
그들이 경비병과 함께 가서 돌을 인봉하고,문장,중
그 형상이 번개 같고 그 옷은 눈같이 희거늘,문장,중
하라 보라 내가 너희에게 일렀느니라 하거늘,문장,중
그들이 장로들과 함께 모여 의논하고,문장,중
만일 이 말이 총독에게 들리면 우리가 권하여,문장,중
군인들이 돈을 받고 가르친 대로 하였으니,문장,중
이 말이 오늘날까지 유대인 가운데 두루 퍼지니라,문장,중
이르시되 하늘과 땅의 모든 권세를 내게 주셨으니,문장,중
마리아에게서 그리스도라 칭하는 예수가 나시니라,문장,상
요셉이 잠에서 깨어 일어나 주의 사자의 분부대로 행하여,문장,상
이르되 유대 베들레헴이오니 이는 선지자로 이렇게 기록된 바,문장,상
보배합을 열어 황금과 유향과 몰약을 예물로 드리니라,문장,상
헤롯이 죽기까지 거기 있었으니 이는 주께서 선지자를 통하여,문장,상
그 때에 세례 요한이 이르러 유대 광야에서 전파하여 말하되,문장,상
자기들의 죄를 자복하고 요단 강에서 그에게 세례를 받더니,문장,상
좋은 열매 맺지 아니하는 나무마다 찍혀 불에 던져지리라,문장,상
이르되 만일 내게 엎드려 경배하면 이 모든 것을 네게 주리라,문장,상
이에 마귀는 예수를 떠나고 천사들이 나아와서 수종드니라,문장,상
예수께서 요한이 잡혔음을 들으시고 갈릴리로 물러가셨다가,문장,상
이르시되 회개하라 천국이 가까이 왔느니라 하시더라,문장,상
그들이 곧 배와 아버지를 버려 두고 예수를 따르니라,문장,상
심령이 가난한 자는 복이 있나니 천국이 그들의 것임이요,문장,상
애통하는 자는 복이 있나니 그들이 위로를 받을 것임이요,문장,상
온유한 자는 복이 있나니 그들이 땅을 기업으로 받을 것임이요,문장,상
의에 주리고 목마른 자는 복이 있나니 그들이 배부를 것임이요,문장,상
마음이 청결한 자는 복이 있나니 그들이 하나님을 볼 것임이요,문장,상
화평케 하는 자는 복이 있나니 그들이 하나님의 아들이라,문장,상
기뻐하고 즐거워하라 하늘에서 너희의 상이 큼이라,문장,상
너희 전에 있던 선지자들도 이같이 박해하였느니라,문장,상
등경 위에 두나니 이러므로 집 안 모든 사람에게 비치느니라,문장,상
너를 고발하는 자와 함께 길에 있을 때에 급히 사화하라,문장,상
만일 네 오른 눈이 너로 실족하게 하거든 빼어 내버리라,문장,상
또한 만일 네 오른손이 너로 실족하게 하거든 찍어 내버리라,문장,상
네 머리로도 말라 이는 네가 한 터럭도 희고 검게 할 수 없음이라,문장,상
너는 구제할 때에 오른손이 하는 것을 왼손이 모르게 하여,문장,상
하늘에 계신 우리 아버지여 이름이 거룩히 여김을 받으시오며,문장,상
우리를 시험에 들게 하지 마시옵고 다만 악에서 구하시옵소서,문장,상
(나라와 권세와 영광이 아버지께 영원히 있사옵나이다 아멘),문장,상
너는 금식할 때에 머리에 기름을 바르고 얼굴을 씻으라,문장,상
도둑이 구멍을 뚫지도 못하고 도둑질도 못하느니라,문장,상
한 사람이 두 주인을 섬기지 못할 것이니 혹 이를 미워하고,문장,상
너희 중에 누가 염려함으로 그 키를 한 자라도 더할 수 있겠느냐,문장,상
예수께서 이 말씀을 마치시매 무리들이 그 가르치심에 놀라니,문장,상
예수께서 산에서 내려오시니 수많은 무리가 따르니라,문장,상
이르되 주여 원하시면 저를 깨끗하게 하실 수 있나이다 하거늘,문장,상
모세가 명한 예물을 드려 그들에게 입증하라 하시니라,문장,상
나도 남의 수하에 있는 사람이요 내 아래에도 군사가 있으니,문장,상
그 제자들이 나아와 깨우며 가로되 주여 구원하소서,문장,상
곧 일어나사 바람과 바다를 꾸짖으시니 아주 잔잔하게 되거늘,문장,상
어떤 서기관들이 속으로 이르되 이 사람이 신성을 모독하도다,문장,상
이르시되 너희가 어찌하여 마음에 악한 생각을 하느냐,문장,상
하는 말과 일어나 걸어가라 하는 말 중에 어느 것이 쉽겠느냐,문장,상
이런 권능을 사람에게 주신 하나님께 영광을 돌리니라,문장,상
바리새인들이 보고 그의 제자들에게 이르되 어찌하여,문장,상
