내용,종류,수준
그 갈고리는 금으로 기둥의 네 받침은 은으로 부어 만들었으며,문장,상
청색 자색 홍색 실과 가늘게 꼰 베 실로 수 놓아 장막 문을 위하여,문장,상
브살렐이 조각목으로 궤를 만들었으니 길이가 두 규빗 반,문장,상
한 그룹은 저쪽 끝에 곧 속죄소와 한 덩이로 그 양쪽에,문장,상
그룹들이 그 날개를 높이 펴서 그 날개로 속죄소를 덮었으며,문장,상
그가 또 조각목으로 상을 만들었으니 길이가 두 규빗,문장,상
순금으로 싸고 위쪽 가장자리로 돌아가며 금 테를 둘렀으며,문장,상
그 고리가 턱 곁에 있어서 상을 메는 채를 꿰게 하였으며,문장,상
상 위의 기구 곧 대접과 숟가락과 잔과 따르는 병을 순금으로,문장,상
그가 또 순금으로 등잔대를 만들되 그것을 쳐서 만들었으니,문장,상
그 밑판과 줄기와 잔과 꽃받침과 꽃이 그것과 한 덩이로 되었고,문장,상
이쪽 가지에 살구꽃 형상의 잔 셋과 꽃받침과 꽃이 있고,문장,상
등잔대 줄기에는 살구꽃 형상의 잔 넷과 꽃받침과 꽃이 있고,문장,상
있어 줄기와 연결하였고 또 두 가지 아래에 한 꽃받침이,문장,상
있어 줄기와 연결하였고 또 다시 두 가지 아래에 한 꽃받침이,문장,상
등잔 일곱과 그 불집게와 불 똥 그릇을 순금으로 만들었으니,문장,상
등잔대와 그 모든 기구는 순금 한 달란트로 만들었더라,문장,상
길이는 한 규빗이요 너비도 한 규빗이라 네모가 반듯하고,문장,상
높이는 두 규빗이며 그 뿔들이 제단과 연결되었으며,문장,상
그 테 아래 양쪽에 금 고리 둘을 만들었으되 곧 그 양쪽에 만들어,문장,상
길이는 다섯 규빗이요 너비도 다섯 규빗이라 네모가 반듯하고,문장,상
그 네 모퉁이 위에 그 뿔을 만들되 그 뿔을 제단과 연결하게 하고,문장,상
제단의 모든 기구 곧 통과 부삽과 대야와 고기 갈고리와 불,문장,상
놋 그물을 만들어 제단 주위 가장자리 아래에 두되 제단 절반에,문장,상
그 놋 그물 네 모퉁이에 채를 꿸 고리 넷을 부어 만들었으며,문장,상
그가 놋으로 물두멍을 만들고 그 받침도 놋으로 하였으니,문장,상
곧 회막 문에서 수종드는 여인들의 거울로 만들었더라,문장,상
그가 또 뜰을 만들었으니 남으로 뜰의 남쪽에는 세마포 포장이,문장,상
그 북쪽에도 백 규빗이라 그 기둥이 스물이며 그 받침이,문장,상
스물이니 놋이요 기둥의 갈고리와 가름대는 은이며,문장,상
주위에 포장은 쉰 규빗이라 그 기둥이 열이요 받침이 열이며,문장,상
문 이쪽의 포장이 열다섯 규빗이요 그 기둥이 셋이요 받침이,문장,상
기둥 받침은 놋이요 기둥의 갈고리와 가름대는 은이요 기둥,문장,상
뜰의 휘장 문을 청색 자색 홍색 실과 가늘게 꼰 베 실로 수 놓아,문장,상
길이는 스무 규빗이요 너비와 높이는 뜰의 포장과 같이,문장,상
그 기둥은 넷인데 그 받침 넷은 놋이요 그 갈고리는 은이요 그,문장,상
유다 지파 훌의 손자요 우리의 아들인 브살렐은 여호와께서,문장,상
단 지파 아히사막의 아들 오홀리압이 그와 함께 하였으니,문장,상
성소 건축 비용으로 들인 금은 성소의 세겔로 스물아홉 달란트,문장,상
드린 은은 성소의 세겔로 백 달란트와 천칠백칠십오 세겔이니,문장,상
계수된 자가 이십 세 이상으로 육십만 삼천오백오십 명인즉,문장,상
성소의 세겔로 각 사람에게 은 한 베가 곧 반 세겔씩이라,문장,상
은 백 달란트로 성소의 받침과 휘장 문의 기둥 받침을 모두 백,문장,상
천칠백칠십오 세겔로 기둥 갈고리를 만들고 기둥 머리를 싸고,문장,상
이것으로 회막 문 기둥 받침과 놋 제단과 놋 그물과 제단의 모든,문장,상
성막의 모든 말뚝과 뜰 주위의 모든 말뚝을 만들었더라,문장,상
그들은 여호와께서 모세에게 명령하신 대로 청색 자색 홍색,문장,상
그는 또 금 실과 청색 자색 홍색 실과 가늘게 꼰 베 실로 에봇을,문장,상
금을 얇게 쳐서 오려서 실을 만들어 청색 자색 홍색 실과 가는 베,문장,상
에봇에는 어깨받이를 만들어 그 두 끝에 달아 서로 연결되게,문장,상
에봇 위에 에봇을 매는 띠를 에봇과 같은 모양으로 금 실과 청색,문장,상
짰으니 여호와께서 모세에게 명령하신 대로 하였더라,문장,상
그들은 또 호마노를 깎아 금 테에 물려 도장을 새김 같이,문장,상
에봇 어깨받이에 달아 이스라엘의 아들들을 기념하는 보석을,문장,상
그가 또 흉패를 정교하게 짜되 에봇과 같은 모양으로 금 실과,문장,상
그것에 네 줄 보석을 물렸으니 곧 홍보석 황옥 녹주옥이,문장,상
넷째 줄은 녹보석 호마노 벽옥이라 다 금 테에 물렸으니,문장,상
보석들은 이스라엘의 아들들의 이름 곧 그들의 이름대로 열,문장,상
도장을 새김 같이 그 열 두 지파의 각 이름을 새겼으며,문장,상
그들이 또 순금으로 노끈처럼 사슬을 땋아 흉패에 붙이고,문장,상
또 금 테 둘과 금 고리 둘을 만들어 그 두 고리를 흉패 두 끝에 달고,문장,상
그 땋은 두 사슬의 다른 두 끝을 에봇 앞 두 어깨받이의 금 테에,문장,상
아래 매는 자리 가까운 쪽 곧 정교하게 짠 에봇 띠 위쪽에 달고,문장,상
에봇 띠 위에 붙여서 에봇에서 벗어지지 않게 하였으니,문장,상
청색 자색 홍색 실과 가는 베 실로 그 옷 가장자리에 석류를,문장,상
순금으로 방울을 만들어 그 옷 가장자리로 돌아가며,문장,상
그들이 또 직조한 가는 베로 아론과 그의 아들들을 위하여,문장,상
가는 베 실과 청색 자색 홍색 실로 수 놓아 띠를 만들었으니,문장,상
그들이 또 순금으로 거룩한 패를 만들고 도장을 새김 같이,문장,상
성막 곧 회막의 모든 역사를 마치되 여호와께서 모세에게,문장,상
곧 막과 그 모든 기구와 그 갈고리들과 그 널판들과 그 띠들과 그,문장,상
붉은 물을 들친 숫양의 가죽 덮개와 해달의 가죽 덮개와 가리는,문장,상
순금 등잔대와 그 잔 곧 벌여놓는 등잔대와 그 모든 기구와,문장,상
놋 제단과 그 놋 그물과 그 채들과 그 모든 기구와 물두멍과 그,문장,상
뜰의 포장들과 그 기둥들과 그 받침들과 뜰 문의 휘장과 그,문장,상
줄들과 그 말뚝들과 성막 곧 회막에서 사용할 모든 기구와,문장,상
성소에서 섬기기 위한 정교한 옷 곧 제사 직분을 행할 때에 입는,문장,상
여호와께서 모세에게 명령하신 대로 이스라엘 자손이,문장,상
모세가 그 마친 모든 것을 본즉 여호와께서 명령하신 대로,문장,상
또 금 향단을 증거궤 앞에 두고 성막 문에 휘장을 달고,문장,상
또 물두멍을 회막과 제단 사이에 놓고 그 속에 물을 담고,문장,상
또 관유를 가져다가 성막과 그 안에 있는 모든 것에 발라,문장,상
그것과 그 모든 기구를 거룩하게 하라 그것이 거룩하리라,문장,상
너는 또 번제단과 그 모든 기구에 발라 그 안을 거룩하게 하라,문장,상
너는 또 아론과 그 아들들을 회막 문으로 데려다가 물로 씻기고,문장,상
너는 또 그 아들들을 데려다가 그들에게 겉옷을 입히고,문장,상
그 아버지에게 기름을 부음 같이 그들에게도 부어서 그들이,문장,상
기름 부음을 받았은즉 대대로 영원히 제사장이 되리라 하시매,문장,상
행하되 곧 여호와께서 자기에게 명령하신 대로 다 행하였더라,문장,상
모세가 성막을 세우되 그 받침들을 놓고 그 널판들을 세우고,문장,상
그는 또 회막 안 곧 성막 북쪽으로 휘장 밖에 상을 놓고,문장,상
그는 또 회막 안 곧 성막 남쪽에 등잔대를 놓아 상과 마주하게,문장,상
그는 또 물두멍을 회막과 제단 사이에 두고 거기 씻을 물을 담고,문장,상
그들이 회막에 들어갈 때와 제단에 가까이 갈 때에 씻었으니,문장,상
뜰 문에 휘장을 다니라 모세가 이같이 역사를 마치니,문장,상
구름이 회막에 덮이고 여호와의 영광이 성막에 충만하매,문장,상
회막 위에 덮이고 여호와의 영광이 성막에 충만함이었으며,문장,상
구름이 성막 위에서 떠오를 때에는 이스라엘 자손이,문장,상
낮에는 여호와의 구름이 성막 위에 있고 밤에는 불이,문장,상
이스라엘 자손에게 말하여 이르라,문장,하
불 위에 나무를 벌여 놓고,문장,하
그 내장과 정강이를 물로,문장,하
흠 없는 수컷으로 드릴지니,문장,하
그 내장과 그 정강이를 물로,문장,하
제사장은 그것을 제단으로,문장,하
피는 제단 곁에 흘릴 것이며,문장,하
제단 동쪽 재 버리는 곳에 던지고,문장,하
아론의 자손 제사장들에게로,문장,하
고운 가루에 기름을 섞어 만든,문장,하
드려 사르지 못할지니라,문장,하
네 모든 소제물에 소금을 치라,문장,하
예물에 소금을 드릴지니라,문장,하
그 예물의 머리에 안수하고,문장,하
콩팥과 함께 떼어낼 것이요,문장,하
그것을 여호와 앞으로 끌어다가,문장,하
여호와께 드리는 음식이니라,문장,하
그것의 머리에 안수하고,문장,하
기름은 여호와의 것이니라,문장,하
그것을 여호와 앞에서 잡을 것이요,문장,하
그 수송아지의 가죽과 그 모든,문장,하
만일 이스라엘 온 회중이,문장,하
있으나 스스로 깨닫지 못하다가,문장,하
그것을 회막 앞으로 끌어다가,문장,하
휘장 앞에 일곱 번 뿌릴 것이며,문장,하
그는 그 수송아지를 진영 밖으로,문장,하
이는 회중의 속죄제니라,문장,하
그 숫염소의 머리에 안수하고,문장,하
그 피는 번제단 밑에 쏟고,문장,하
말미암아 그것을 예물로 삼아,문장,하
그 속죄제물의 머리에 안수하고,문장,하
그 피 전부를 제단 밑에 쏟고,문장,하
흠 없는 암컷을 끌어다가,문장,하
그 속죄제 제물의 머리에 안수하고,문장,하
속죄한즉 그가 사함을 받으리라,문장,하
만일 누구든지 입술로 맹세하여,문장,하
때에는 그 중 하나에 그에게 허물이,문장,하
그가 지은 죄를 속죄하기 위하여,문장,하
제사장에게 돌릴지니라,문장,하
잘못을 저질렀음이니라,문장,하
이는 죄를 범하였고 죄가 있는 자니,문장,하
곧 네가 지정한 가치대로,문장,하
번제의 규례는 이러하니라,문장,하
그 위에서 꺼지지 않게 할 것이요,문장,하
번제물을 그 위에 벌여 놓고,문장,하
소제의 규례는 이러하니라,문장,하
거룩한 곳 회막 뜰에서 먹을지니라,문장,하
그것에 누룩을 넣어 굽지 말라,문장,하
기름에 적셔 썰어서 소제로,문장,하
여호와께 온전히 불사를 것이니,문장,하
죄를 위하여 제사 드리는 제사장이,문장,하
그 피가 어떤 옷에든지 묻었으면,문장,하
그 고기를 토기에 삶았으면,문장,하
그것은 지극히 거룩하니라,문장,하
드릴 것이니 이는 속건제니라,문장,하
속죄제와 속건제는 규례가 같으니,문장,하
자손이 균등하게 분배할 것이니라,문장,하
만일 그것을 감사함으로 드리려면,문장,하
가증한 무슨 물건을 만지고,문장,하
쓰려니와 결단코 먹지는 말지니라,문장,하
자기 백성 중에서 끊어지리라,문장,하
예물을 여호와께 가져오되,문장,하
여호와 앞에 흔들어 요제를 삼고,문장,하
오른쪽 뒷다리를 자기의 소득으로,문장,하
아들들에게 돌릴 것이니,문장,하
대대로 영원히 받을 소득이니라,문장,하
온 회중을 회막 문에 모으라,문장,하
띠를 띠우며 관을 씌웠으니,문장,하
그 숫양의 머리에 안수하매,문장,하
물로 내장과 정강이들을 씻고,문장,하
여호와께 드리는 화제라,문장,하
흔들어 요제를 삼게 하고,문장,하
안의 떡과 아울러 그 곳에서 먹고,문장,하
고기와 떡의 나머지는 불사를지며,문장,하
명령하신 모든 일을 준행하니라,문장,하
번제를 드려서 너를 위하여,문장,하
백성을 위하여 속죄하고,문장,하
속죄하되 여호와의 명령대로 하라,문장,하
가져다가 잡아 전과 같이,문장,하
콩팥과 간 꺼풀을 아론에게로,문장,하
그 기름을 제단 위에서 불사르고,문장,하
모세가 명령한 것과 같았더라,문장,하
여호와 앞에서 죽은지라,문장,하
이르시기를 나는 나를 가까이,문장,하
그리하여 너희가 죽음을 면하고,문장,하
말미암아 슬퍼할 것이니라,문장,하
또 나 여호와가 모세를 통하여 모든,문장,하
내가 명령을 받았느니라,문장,하
그 들어올린 뒷다리와 흔든,문장,하
그 제물은 너희가 내가 명령한 대로,문장,하
모세가 그 말을 듣고 좋게 여겼더라,문장,하
새김질하는 것은 너희가 먹되,문장,하
새김질하는 것이나 굽이,문장,하
이것들은 너희에게 부정하니라,문장,하
강과 바다와 다른 물에 있는 모든,문장,하
것은 너희에게 가증한 것이라,문장,하
그 주검을 가증히 여기라,문장,하
말똥가리와 말똥가리 종류와,문장,하
올빼미와 가마우지와 부엉이와,문장,하
흰 올빼미와 사다새와 너새와,문장,하
곧 그 중에 메뚜기 종류와 베짱이,문장,하
너희가 혐오할 것이니라,문장,하
이런 것은 너희를 부정하게 하나니,문장,하
그것들이 네게 부정하니라,문장,하
곧 두더지와 쥐와 큰 도마뱀 종류와,문장,하
자는 저녁까지 부정할 것이며,문장,하
이런 것 중 어떤 것의 주검이,문장,하
쓰는 그릇에든지 떨어지면,문장,하
부정하여지리니 물에 담그라,문장,하
저녁까지 부정하다가 정할 것이며,문장,하
모두 부정하여질 것이요,문장,하
너희가 먹을 만한 짐승이,문장,하
말미암아 스스로 더럽히지 말라,문장,하
성소에 들어가지도 말 것이며,문장,하
월경할 때와 같을 것이며 산혈이,문장,하
속죄할지니 그가 정결하리라,문장,하
만일 사람이 그의 피부에 무엇이,문장,하
돋거나 뾰루지가 나거나 색점이,문장,하
할지니라 이는 나병임이니라,문장,하
제사장이 보기에 나병이,문장,하
피부에 종기가 생겼다가 나았고,문장,하
제사장에게 보일 것이요,문장,하
얕지 아니하고 빛이 엷으면,문장,하
희거나 순전히 흰 색점이 생기면,문장,하
할 것은 나병의 환부임이니라,문장,하
할 것은 이는 화상의 흔적임이니라,문장,하
이레 동안 가두어둘 것이며,문장,하
제사장은 그를 진찰할지니,문장,하
피부에 발생한 나병과 같으면,문장,하
병있는 날 동안은 늘 부정할 것이라,문장,하
가죽으로 만든 것을 불사를지니,문장,하
그러나 제사장이 보기에 그 색점이,문장,하
것에 퍼지지 아니하였으면,문장,하
또 이레 동안 간직하였다가,문장,하
여전히 보이면 재발하는 것이니,문장,하
것에 발생한 나병 색점의 정하고,문장,하
부정한 것을 진단하는 규례니라,문장,하
물 위에서 잡은 새의 피를 찍어,문장,하
그 살아 있는 새는 들에 놓을지며,문장,하
소제물과 기름 한 록을 취할 것이요,문장,하
이는 지극히 거룩한 것이니라,문장,하
오른쪽 엄지 발가락에 바를 것이요,문장,하
자기 왼쪽 손바닥에 따르고,문장,하
손에 남은 기름은 제사장이,문장,하
그 후에 번제물을 잡을 것이요,문장,하
어린 숫양 한 마리와 소제를 위하여,문장,하
여덟째 날에 그 결례를 위하여,문장,하
앞에 흔들어 요제를 삼고,문장,하
그 손의 기름은 제사장이,문장,하
또 그 손에 남은 기름은 제사장이,문장,하
한 마리는 소제와 함께 번제로,문장,하
여호와 앞에 속죄할지니,문장,하
집에 나병 색점을 발생하게 하거든,문장,하
것이 부정을 면하게 하기 위하여,문장,하
또 집 안 사방을 긁게 하고,문장,하
악성 나병인즉 이는 부정하니,문장,하
제사장은 그 집을 정하다 하고,문장,하
그는 그 집을 정결하게 하기 위하여,문장,하
속죄할 것이라 그러면 정결하리라,문장,하
돋는 것과 뾰루지와 색점이,문장,하
나병의 규례가 이러하니라,문장,하
그가 앉았던 자리도 다 부정하니,문장,하
제사장은 그 한 마리는 속죄제로,문장,하
저녁까지 부정할 것이요,문장,하
그가 앉았던 자리도 다 부정한즉,문장,하
자도 저녁까지 부정할 것이며,문장,하
여호와 앞에서 속죄할지니라,문장,하
너희는 이와 같이 이스라엘 자손이,문장,하
그들의 부정에서 떠나게 하여,문장,하
그리하여 죽지 않도록 하라,문장,하
물로 그의 몸을 씻고 입을 것이며,문장,하
숫양 한 마리를 가져갈지니라,문장,하
한 제비는 아사셀을 위하여 할지며,문장,하
여호와 앞에서 분향하여 향연으로,문장,하
속죄소 위와 속죄소 앞에 뿌릴지니,문장,하
이스라엘 온 회중을 위하여,문장,하
그 지성소와 회막과 제단을 위하여,문장,하
염소가 그들의 모든 불의를 지고,문장,하
접근하기 어려운 땅에 이르거든,문장,하
그는 그 염소를 광야에 놓을지니라,문장,하
불사른 자는 그의 옷을 빨고 물로,문장,하
거류민이든지 그리하라,문장,하
괴롭게 할지니 영원히 지킬 규례라,문장,하
이스라엘 집의 모든 사람이,문장,하
그런즉 이스라엘 자손이,문장,하
너는 또 그들에게 이르라,문장,하
그는 백성 중에서 끊어지리라,문장,하
피든지 먹는 자가 있으면,문장,하
그를 백성 중에서 끊으리니,문장,하
나는 여호와 너희의 하나님이니라,문장,하
나는 너희의 하나님 여호와이니라,문장,하
이는 네 아버지의 하체니라,문장,하
그들의 하체를 범하지 말지니라,문장,하
너는 그의 하체를 범하지 말지니라,문장,하
너는 네 고모의 하체를 범하지 말라,문장,하
그는 네 아버지의 살붙이니라,문장,하
너는 네 이모의 하체를 범하지 말라,문장,하
그는 네 어머니의 살붙이니라,문장,하
그의 하체를 범하지 말지니라,문장,하
이는 네 형제의 하체니라,문장,하
그로 질투하게 하지 말지니라,문장,하
내 규례와 내 법도를 지키고,문장,하
그 땅도 더러워졌느니라,문장,하
그러므로 너희는 내 명령을 지키고,문장,하
되어 기쁘게 받으심이 되지 못하고,문장,하
네 포도원의 열매를 다 따지 말며,문장,하
공의로 사람을 재판할지며,문장,하
죄를 담당하지 아니하리라,문장,하
너희는 내 규례를 지킬지어다,문장,하
직조한 옷을 입지 말지며,문장,하
해방되지 못하였기 때문이니라,문장,하
그가 범한 죄를 사함 받으리라,문장,하
여호와께 드려 찬송할 것이며,문장,하
너희에게 그 소산이 풍성하리라,문장,하
너희는 그를 학대하지 말고,문장,하
너는 이스라엘 자손에게 또 이르라,문장,하
내 성호를 욕되게 하였음이라,문장,하
못 본 체하고 그를 죽이지 아니하면,문장,하
그를 그의 백성 중에서 끊으리니,문장,하
너희는 내 규례를 지켜 행하라,문장,하
하체를 범하였은즉 둘 다,문장,하
너희는 그 짐승도 죽일 것이며,문장,하
남자는 그 여인의 근원을 드러냈고,문장,하
백성 중에서 끊어지리라,문장,하
너희를 토하지 아니하리라,문장,하
받을 것이라 내가 그 땅 곧 젖과 꿀이,문장,하
너희의 몸을 더럽히지 말라,문장,하
그의 딸이나 그의 형제나,문장,하
그들의 하나님께 대하여 거룩하고,문장,하
너는 그를 거룩히 여기라,문장,하
자기의 형제 중 관유로 부음을 받고,문장,하
그 성소에서 나오지 말며,문장,하
발 부러진 자나 손 부러진 자나,문장,하
제사장 아론의 자손 중에 흠이,문장,하
그는 그의 하나님의 음식이,문장,하
여호와께 드리는 성물에 가까이,문장,하
이는 자기의 음식이 됨이니라,문장,하
성물을 먹지 못할 것이니라,문장,하
거제의 성물을 먹지 못하되,문장,하
만일 누가 부지중에 성물을 먹으면,문장,하
예물을 드리려하여 소나 양으로,문장,하
기쁘게 받으심이 되리라,문장,하
암소나 암양을 막론하고,문장,하
너희는 내 성호를 속되게 하지 말라,문장,하
이것이 너희가 그 정한 때에 성회로,문장,하
공포할 여호와의 절기들이니라,문장,하
모이고 아무 노동도 하지 말지니라,문장,하
안식일 이튿날 곧 너희가 요제로,문장,하
새 소제를 여호와께 드리되,문장,하
떡 두 개를 가져다가 흔들지니,문장,하
여호와께 드리는 것이며,문장,하
또 숫염소 하나로 속죄제를 드리며,문장,하
제사장에게 돌릴 것이며,문장,하
어떤 노동도 하지 말지니,문장,하
너희는 아무 일도 하지 말라,문장,하
지킬 영원한 규례이니라,문장,하
너희는 어떤 노동도 하지 말지니라,문장,하
여호와께 화제를 드릴지니,문장,하
이는 여호와의 안식일 외에,문장,하
여덟째 날에도 안식할 것이요,문장,하
너희 대대의 영원한 규례라,문장,하
계속해서 등잔불을 켜 둘지며,문장,하
앞에 항상 등잔불을 정리할지니,문장,하
여호와께 화제를 삼을 것이며,문장,하
아버지는 애굽 사람인 어떤 사람이,문장,하
그에게 그렇게 할 것이며,문장,하
여호와 앞에 안식하게 하라,문장,하
너는 육 년 동안 그 밭에 파종하며,문장,하
여호와께 대한 안식이라,문장,하
이는 땅의 안식년임이니라,문장,하
일곱째 달 열흘날은 속죄일이니,문장,하
너희는 밭의 소출을 먹으리라,문장,하
너는 그것의 값을 적게 매길지니,문장,하
거기 안전하게 거주하리라,문장,하
아홉째 해에 그 땅에 소출이,문장,하
자기의 소유지로 돌릴 것이니라,문장,하
성벽 있는 성 내의 가옥을 팔았으면,문장,하
언제든지 무를 수 있으나,문장,하
만일 레위 사람이 무르지 아니하면,문장,하
너와 함께 생활하게 할 것인즉,문장,하
네 양식을 꾸어 주지 말라,문장,하
너는 그를 종으로 부리지 말고,문장,하
희년까지 너를 섬기게 하라,문장,하
그리 할 수 있은 즉 그들이,문장,하
너희의 소유가 될지니라,문장,하
주어 소유가 되게 할 것이라,문장,하
만일 남은 해가 많으면 그 연수대로,문장,하
그가 이같이 속량하지 아니하여,문장,하
그들은 내가 애굽 땅에서 인도하여,문장,하
조각한 것이나 주상을 세우지 말며,문장,하
너희가 내 규례와 계명을 준행하면,문장,하
밭의 나무는 열매를 맺으리라,문장,하
너희의 원수들을 쫓으리니 그들이,문장,하
너희 앞에서 칼에 엎드러질 것이라,문장,하
너희를 창대하게 할 것이며,문장,하
너희를 싫어하지 아니할 것이며,문장,하
명령을 준행하지 아니하며,문장,하
내가 이같이 너희에게 행하리니,문장,하
말미암아 너희를 칠 배나 더 치리라,문장,하
너희를 대적의 손에 넘길 것이며,문장,하
말미암아 칠 배나 더 징벌하리니,문장,하
내가 너희의 성읍을 황폐하게 하고,문장,하
내가 흠향하지 아니하고,문장,하
그것으로 말미암아 놀랄 것이며,문장,하
황무할 동안에는 쉬게 되리라,문장,하
도망하기를 칼을 피하여,문장,하
그들이 나를 거스른 잘못으로,문장,하
세우신 규례와 법도와 율법이니라,문장,하
성소의 세겔로 은 오십 세겔로 하고,문장,하
여자면 그 값을 삼십 세겔로 하며,문장,하
그러나 서원자가 가난하여,문장,하
여호와께 드릴 때는 다 거룩하니,문장,하
가축을 바꾸면 둘 다 거룩할 것이며,문장,하
만일 그가 그것을 무르려면,문장,하
만일 그 사람이 자기 집을 무르려면,문장,하
그 값을 네가 정한 대로 할 것이요,문장,하
그것에 오분의 일을 더할 것이요,문장,하
거룩하리니 무르지 못하리라,문장,하
모세에게 명령하신 계명이니라,문장,하
너희 중에 누구든지 여호와께 예물을 드리려거든,문장,중
가축 중에서 소나 양으로 예물을 드릴지니라,문장,중
그 예물이 소의 번제이면 흠 없는 수컷으로,문장,중
그는 번제물의 머리에 안수할지니 그를 위하여,문장,중
그는 또 그 번제물의 가죽을 벗기고 각을 뜰 것이요,문장,중
제사장 아론의 자손들은 제단 위에 불을 붙이고,문장,중
만일 그 예물이 가축 떼의 양이나 염소의 번제이면,문장,중
제사장들은 그것의 피를 제단 사방에 뿌릴 것이며,문장,중
제단 위의 불 위에 있는 나무 위에 벌여 놓을 것이며,문장,중
만일 여호와께 드리는 예물이 새의 번제이면,문장,중
산비둘기나 집비둘기 새끼로 예물을 드릴 것이요,문장,중
그것의 모이주머니와 그 더러운 것은 제거하여,문장,중
그것을 제단 위의 불 위에 있는 나무 위에서 불살라,문장,중
이는 화제라 여호와께 향기로운 냄새니라,문장,중
무교병이나 기름을 바른 무교전병을 드릴 것이요,문장,중
철판에 부친 것으로 소제의 예물을 드리려거든,문장,중
고운 가루에 누룩을 넣지 말고 기름을 섞어,문장,중
네가 냄비의 것으로 소제를 드리려거든,문장,중
고운 가루와 기름을 섞어 만들지니라,문장,중
너는 이것들로 만든 소제물을 여호와께로,문장,중
너희가 누룩이나 꿀을 여호와께 화제로,문장,중
냄새를 위하여는 제단에 올리지 말지며,문장,중
너는 첫 이삭의 소제를 여호와께 드리거든,문장,중
첫 이삭을 볶아 찧은 것으로 네 소제를 삼되,문장,중
불사를지니 이는 여호와께 드리는 화제니라,문장,중
곧 내장에 덮인 기름과 내장에 붙은 모든 기름과,문장,중
수컷이나 암컷이나 흠 없는 것으로 드릴지며,문장,중
만일 그의 예물로 드리는 것이 어린 양이면,문장,중
드리는 음식이요 향기로운 냄새라 모든,문장,중
너희는 기름과 피를 먹지 말라 이는 너희의 모든,문장,중
처소에서 너희 대대로 지킬 영원한 규례니라,문장,중
여호와께서 모세에게 말씀하여 이르시되,문장,중
속죄제물을 삼아 여호와께 드릴지니,문장,중
그 수송아지를 회막 문 여호와 앞으로,문장,중
끌어다가 그 수송아지의 머리에 안수하고,문장,중
화목제 제물의 소에게서 떼어냄 같이,문장,중
고기와 그것의 머리와 정강이와 내장과,문장,중
그 제사장이 손가락으로 그 피를 찍어 여호와 앞,문장,중
그 피 전부는 회막 문 앞 번제단 밑에 쏟을 것이며,문장,중
그것의 기름은 다 떼어 제단 위에서 불사르되,문장,중
가져다가 첫번 수송아지를 사름 같이 불사를지니,문장,중
그가 범한 죄를 누가 그에게 깨우쳐 주면,문장,중
그는 흠 없는 숫염소를 예물로 가져다가,문장,중
그 모든 기름은 화목제 제물의 기름 같이,문장,중
그를 위하여 속죄한즉 그가 사함을 얻으리라,문장,중
그는 흠 없는 암염소를 끌고 와서 그 범한 죄로,문장,중
그 제물을 번제물을 잡는 곳에서 잡을 것이요,문장,중
그 모든 기름을 화목제물의 기름을 떼어낸 것 같이,문장,중
그가 만일 어린 양을 속죄제물로 가져오려거든,문장,중
번제물을 잡는 곳에서 속죄제물로 잡을 것이요,문장,중
제사장은 그 속죄제물의 피를 손가락으로,문장,중
제사장이 그가 범한 죄에 대하여 그를 위하여,문장,중
만일 누구든지 저주하는 소리를 듣고서도 증인이,문장,중
사체나 부정한 곤충의 사체를 만졌으면,문장,중
그 사람이 함부로 말하여 맹세한 것이,문장,중
그 속죄제물의 피를 제단 곁에 뿌리고,문장,중
그 남은 피는 제단 밑에 흘릴지니 이는 속죄제요,문장,중
그 다음 것은 규례대로 번제를 드릴지니 제사장이,문장,중
드리되 이는 속죄제인즉 그 위에 기름을 붓지 말며,문장,중
가져갈 것이요 제사장은 그것을 기념물로,문장,중
그를 위하여 속죄한즉 그가 사함을 받으리라,문장,중
이는 속건제니 그가 여호와 앞에 참으로,문장,중
남의 잃은 물건을 줍고도 사실을 부인하여,문장,중
그는 또 그 속건제물을 여호와께 가져갈지니,문장,중
제사장은 여호와 앞에서 그를 위하여,문장,중
속죄한즉 그는 무슨 허물이든지 사함을 받으리라,문장,중
아론과 그의 자손에게 명령하여 이르라,문장,중
제단 위의 불은 항상 피워 꺼지지 않게 할지니,문장,중
제사장은 아침마다 나무를 그 위에서 태우고,문장,중
화목제의 기름을 그 위에서 불사를지며,문장,중
아론의 자손은 그것을 제단 앞 여호와 앞에 드리되,문장,중
가져다가 기념물로 제단 위에서 불살라,문장,중
여호와 앞에 향기로운 냄새가 되게 하고,문장,중
아론 자손의 남자는 모두 이를 먹을지니,문장,중
됨이라 이를 만지는 자마다 거룩하리라,문장,중
고운 가루 십분의 일 에바를 항상 드리는 소제물로,문장,중
그것을 기름으로 반죽하여 철판에 굽고,문장,중
여호와께 드려 향기로운 냄새가 되게 하라,문장,중
이 소제는 아론의 자손 중 기름 부음을 받고,문장,중
아론과 그의 아들들에게 말하여 이르라,문장,중
그것을 먹되 곧 회막 뜰 거룩한 곳에서 먹을 것이며,문장,중
그 고기에 접촉하는 모든 자는 거룩할 것이며,문장,중
묻은 그것을 거룩한 곳에서 빨 것이요,문장,중
제사장인 남자는 모두 그것을 먹을지니,문장,중
제사장은 그 피를 제단 사방에 뿌릴 것이며,문장,중
그 제물은 속죄하는 제사장에게로 돌아갈 것이요,문장,중
화덕에 구운 소제물과 냄비에나 철판에서 만든,문장,중
여호와께 드릴 화목제물의 규례는 이러하니라,문장,중
섞어 구운 과자를 그 감사제물과 함께 드리고,문장,중
